,A Room with a View.txt,A Doll's House.txt,A Christmas Carol in Prose Being a Ghost Story of Christmas.txt,A Modest Proposal.txt,A Short History of English Agriculture.txt,A Smaller History of Rome.txt
"(1771),",0,0,0,0,1,0
"(1773-1800),",0,0,0,0,1,0
(1782),0,0,0,0,1,0
"(1785),",0,0,0,0,1,0
"(1786),",0,0,0,0,1,0
"(1788),",0,0,0,0,1,0
"(1795),",0,0,0,0,1,0
"(1797),",0,0,0,0,1,0
(18,0,0,0,0,1,0
"(1805),",0,0,0,0,1,0
(1805).,0,0,0,0,1,0
"(1807),",0,0,0,0,1,0
"(1808),",0,0,0,0,1,0
"(1810),",0,0,0,0,1,0
(1814),0,0,0,0,1,0
"(1814),",0,0,0,0,1,0
(1814);,0,0,0,0,1,0
"(1816),",0,0,0,0,1,0
"(1817),",0,0,0,0,1,0
"(1822),",0,0,0,0,1,0
"(1831),",0,0,0,0,1,0
"(1836),",0,0,0,0,1,0
"(1844),",0,0,0,0,1,0
"(1847),",0,0,0,0,1,0
"(1852),",0,0,0,0,1,0
"(1858),",0,0,0,0,1,0
(1877,0,0,0,0,1,0
"(1881),",0,0,0,0,1,0
"(1882),",0,0,0,0,1,0
"(1890),",0,0,0,0,1,0
"(1892),",0,0,0,0,1,0
"(1893),",0,0,0,0,1,0
"(1894),",0,0,0,0,1,0
"(1895),",0,0,0,0,1,0
"(1897),",0,0,0,0,1,0
"(1900),",0,0,0,0,1,0
"(1901),",0,0,0,0,1,0
"(1903),",0,0,0,0,1,0
"(1907),",0,0,0,0,1,0
(1908),0,0,0,0,1,0
(1st,0,0,0,0,1,1
(2,0,0,0,0,1,0
(2),0,0,0,0,1,0
"(2),",0,0,0,0,1,0
(2.),0,0,0,0,0,1
(25,0,0,0,0,1,0
(263),0,0,0,0,0,1
(2nd,0,0,0,0,1,0
(3),0,0,0,0,1,0
(3.),0,0,0,0,0,1
(30,0,0,0,0,1,0
(300,0,0,0,0,1,0
(3rd,0,0,0,0,1,0
(4,0,0,0,0,1,0
(4.),0,0,0,0,0,1
(439),0,0,0,0,0,1
(443),0,0,0,0,0,1
(46,0,0,0,0,1,0
(5,0,0,0,0,1,0
(5.),0,0,0,0,0,1
(5th),0,0,0,0,0,1
(6,0,0,0,0,1,0
(63,0,0,0,0,1,0
(6s.,0,0,0,0,1,0
(8,0,0,0,0,1,0
(8-1/2,0,0,0,0,1,0
(801),1,1,1,1,1,1
(9,0,0,0,0,1,0
"(?)),",0,0,0,0,1,0
(?).,1,0,0,0,0,0
(A,1,0,0,0,0,0
(A.,0,0,0,0,1,0
(A.D.,0,0,0,0,0,1
(Adige);,0,0,0,0,0,1
(After,0,0,0,0,0,1
(April,0,0,0,0,0,1
(Aqua,0,0,0,0,0,1
(Asiaticus),0,0,0,0,0,1
(August,0,0,0,0,1,0
(B.C.,0,0,0,0,0,1
"(B.C.,",0,0,0,0,0,1
(Bob's,0,0,1,0,0,0
"(Bologna),",0,0,0,0,0,1
"(C,",0,0,0,0,1,0
(C.,0,0,0,0,0,1
(Cheetham,0,0,0,0,1,0
(Claudius,0,0,0,0,0,1
(Cn.,0,0,0,0,0,1
(Cologne),0,0,0,0,0,1
"(Committees)_,",0,0,0,0,1,0
(Contemporary,0,0,0,0,1,0
(Decemviri),0,0,0,0,0,1
(Dogs',0,0,0,0,0,1
(Ebro),0,0,0,0,0,1
(Eighth,0,0,0,0,0,1
(England),0,0,0,0,1,0
(February,0,0,0,0,1,0
(Footnote,0,0,0,0,0,1
(From,0,0,0,0,0,1
(Furculæ,0,0,0,0,0,1
(Furnivall,0,0,0,0,1,0
(GROWN).,0,0,0,0,1,0
"(Government),",0,0,0,0,1,0
"(Gracious,",1,0,0,0,0,0
"(Guadalquiver),",0,0,0,0,0,1
(I,0,0,0,1,0,0
(Insubres),0,0,0,0,0,1
"(Liv.,",0,0,0,0,0,1
"(Macedonicus),",0,0,0,0,0,1
(Marcus,0,0,0,0,0,1
(Marseilles),0,0,0,0,0,1
(Merida),0,0,0,0,0,1
"(Merida),",0,0,0,0,0,1
"(Milan),",0,0,0,0,0,1
(Modena),0,0,0,0,0,1
"(Morton,",0,0,0,0,1,0
(Mr.,0,0,0,0,1,0
(New,0,0,0,0,1,0
(Nismes),0,0,0,0,0,1
"(Nismes),",0,0,0,0,0,1
(No.,0,0,0,0,1,0
"(Numidicus),",0,0,0,0,0,1
(Orig.,0,0,0,0,1,0
"(Plan,",0,0,0,0,0,1
(Rev.,1,0,0,0,0,0
(Santa,0,0,0,0,0,1
(Saragossa),0,0,0,0,0,1
(Saragossa).,0,0,0,0,0,1
(Scrooge,0,0,1,0,0,0
(See,0,0,0,0,0,1
(Senones),0,0,0,0,0,1
(Ser.,0,0,0,0,1,0
(Servile,0,0,0,0,0,1
"(Sirmich),",0,0,0,0,0,1
"(Spalatro),",0,0,0,0,0,1
(Suffolk,0,0,0,0,1,0
(Tenant),0,0,0,0,1,0
(Thames).,0,0,0,0,0,1
(The,0,0,0,0,1,1
"(Tooke,",0,0,0,0,1,0
"(Tribune),",0,0,0,0,0,1
(Triumviri),0,0,0,0,0,1
(Turin).,0,0,0,0,0,1
(Untrue;,1,0,0,0,0,0
(Upper),0,0,0,0,1,0
(Via,0,0,0,0,0,1
"(Vienna),",0,0,0,0,0,1
"(Westcote,",0,0,0,0,1,0
(What,1,0,0,0,0,0
"(_Aisne_),",0,0,0,0,0,1
(_Aix_).,0,0,0,0,0,1
"(_Alise_,",0,0,0,0,0,1
(_Ars,0,0,0,0,0,1
(_Autun_).,0,0,0,0,0,1
"(_Besançon_),",0,0,0,0,0,1
"(_Bologna_),",0,0,0,0,0,1
"(_Bourges_),",0,0,0,0,0,1
"(_Collections_,",0,0,0,0,1,0
(_Cordova_).,0,0,0,0,0,1
(_De,0,0,0,0,0,1
"(_Doubs_),",0,0,0,0,0,1
(_Hampshire,0,0,0,0,1,0
(_Historical,0,0,0,0,1,0
"(_Lerida_,",0,0,0,0,0,1
(_Lucca_),0,0,0,0,0,1
"(_Modena_),",0,0,0,0,0,1
"(_Nimes_),",0,0,0,0,0,1
"(_Nouan_,",0,0,0,0,0,1
"(_Orléans_),",0,0,0,0,0,1
"(_Padua_),",0,0,0,0,0,1
(_Parliamentary,0,0,0,0,1,0
"(_Perugia_),",0,0,0,0,0,1
"(_Pozzuoli_),",0,0,0,0,0,1
(_Pro,0,0,0,0,0,1
"(_Sagittarii_),",0,0,0,0,0,1
"(_Sambre_),",0,0,0,0,0,1
(_Saône_);,0,0,0,0,0,1
(_See,0,0,0,0,1,0
(_See_,0,0,0,0,1,0
(_Segre_).,0,0,0,0,0,1
(_Seine_),0,0,0,0,0,1
(_Tivoli_).,0,0,0,0,0,1
(_Trent_).,0,0,0,0,0,1
(_Vitæ,0,0,0,0,0,1
(_a_),0,0,0,0,0,1
(_a_).,0,0,0,0,0,1
(_b._),0,0,0,0,0,1
(_b_),0,0,0,0,0,1
(_c._),0,0,0,0,0,1
(_c_),0,0,0,0,0,1
"(_caput_),",0,0,0,0,0,1
"(_centuriones_),",0,0,0,0,0,1
(_civitas,0,0,0,0,0,1
(_clipeus_).,0,0,0,0,0,1
(_coactor_),0,0,0,0,0,1
(_connuubium_),0,0,0,0,0,1
(_de,0,0,0,0,1,0
(_foedus_),0,0,0,0,0,1
"(_manipuli_),",0,0,0,0,0,1
"(_sagittarii_),",0,0,0,0,0,1
(_see,0,0,0,0,1,0
(_see_,0,0,0,0,1,0
(_torques_),0,0,0,0,0,1
"(_turmæ_),",0,0,0,0,0,1
(_vexillarius_).,0,0,0,0,0,1
(a,1,0,1,0,1,1
(a),1,1,1,1,1,1
(about,0,0,0,0,0,1
(about).,0,0,0,0,1,0
(afterward,0,0,0,0,0,1
"(alkaline,",0,0,0,0,1,0
(also,0,0,0,0,1,0
(although,0,0,0,1,0,0
(an,0,0,1,0,0,0
(and,1,1,1,1,1,1
(any,1,1,1,1,1,1
(apparently,0,0,0,0,1,0
(as,1,0,1,1,1,1
(at,0,0,0,0,1,0
(b),1,1,1,1,1,1
(baskets),0,0,0,0,1,0
(between,0,0,0,0,0,1
(bks.,0,0,0,0,0,1
(c),1,1,1,1,1,1
(certainly,0,0,0,0,1,0
(cir.,0,0,0,0,1,0
(clover,0,0,0,0,1,0
(coarse,0,0,0,0,1,0
(colds);',0,0,0,0,1,0
(corn,0,0,0,0,1,0
(corn-dealer),0,0,0,0,1,0
(dairymaid);,0,0,0,0,1,0
"(decemviri),",0,0,0,0,0,1
(described,0,0,0,0,1,0
(does,1,1,1,1,1,1
"(dungeon),",0,0,0,0,0,1
"(duumviri),",0,0,0,0,0,1
(early,0,0,0,0,0,1
(earnest,0,0,0,0,1,0
(ed.,0,0,0,0,1,0
(except,0,0,0,0,0,1
(excepting,0,0,0,0,1,0
(farms),0,0,0,0,1,0
(father,0,0,0,0,0,1
(first,0,0,0,0,0,1
(fodder),0,0,0,0,1,0
(for,0,0,1,0,0,0
(furrow,0,0,0,0,1,0
(go,0,0,0,0,1,0
(hands),0,0,0,0,1,0
(he,0,0,0,0,1,0
(i.),0,0,0,0,0,1
(if,1,1,1,1,1,1
(ii.),0,0,0,0,0,1
(iii.),0,0,0,0,0,1
(in,0,0,0,1,1,1
(instead,1,0,0,0,0,0
(intend),0,0,0,0,1,0
(irrigate),0,0,0,0,1,0
(manuring),0,0,0,0,1,0
(marc),0,0,0,0,1,0
"(maslin),",0,0,0,0,1,0
(meaning,0,0,0,0,1,0
"(mill-house),",0,0,0,0,1,0
(mistress,0,0,0,0,0,1
(more,0,0,0,0,0,1
(near,0,0,0,0,0,1
(neat.),0,0,0,0,1,0
(no,0,0,0,0,1,0
(not,0,0,1,0,1,0
"(note),",0,0,0,0,0,1
(note).,0,0,0,0,0,1
(now,0,0,0,0,0,1
(number,0,0,0,0,1,0
(of,0,0,0,0,1,0
(or,1,1,1,1,1,1
"(orator),",0,0,0,0,0,1
(p.,0,0,0,0,1,0
(perhaps,0,0,0,0,1,0
(pillions),0,0,0,0,1,0
(place,0,0,0,0,0,1
"(plough),",0,0,0,0,1,0
"(poet),",0,0,0,0,0,1
(probably,0,0,0,0,1,1
(profit),0,0,0,0,1,0
(ready,0,0,1,0,0,0
(removing,0,0,0,0,1,0
(rye,0,0,0,0,1,0
(sacks),0,0,0,0,1,0
(see,0,0,0,0,0,1
(she,1,0,0,0,0,0
(smiths,0,0,0,0,0,1
"(son),",0,0,0,0,0,1
"(straw,",0,0,0,0,1,0
"(stubble),",0,0,0,0,1,0
(surcingles?),0,0,0,0,1,0
(surveying,0,0,1,0,0,0
(ten,0,0,0,0,1,0
(that,0,0,0,0,0,1
(the,1,0,0,0,1,1
(then,0,0,0,0,1,0
(they,0,0,1,0,0,0
(though,0,0,0,0,1,0
(three-quarters,0,0,0,0,1,0
(to,0,0,0,0,1,0
(trademark/copyright),1,1,1,1,1,1
(turnip,0,0,0,0,1,0
(under,0,0,0,0,1,0
(very,0,0,0,0,0,1
(weeding),0,0,0,0,1,0
"(weight),",0,0,0,0,0,1
(wheat,0,0,0,0,1,0
(when,0,0,0,0,1,0
(where,0,0,0,1,0,0
(which,0,0,1,0,1,0
(whose,0,0,0,0,0,1
"(www.gutenberg.org),",1,1,1,1,1,1
"(xxi.,",0,0,0,0,0,1
(§,0,0,0,0,1,0
(“the,1,1,1,1,1,1
*,0,0,0,0,1,1
***,1,1,1,1,1,1
-,1,1,1,1,1,1
--,0,0,0,0,1,0
---,0,0,0,0,1,1
-----,0,0,0,0,1,0
------,0,0,0,0,1,0
-------,0,0,0,0,1,0
--------,0,0,0,0,1,0
---------,0,0,0,0,1,0
----------,0,0,0,0,1,0
-----------,0,0,0,0,1,0
------------,0,0,0,0,1,0
--------------,0,0,0,0,1,0
---------------,0,0,0,0,1,0
-----------------,0,0,0,0,0,1
------------------,0,0,0,0,1,1
----------------------------------------,0,0,0,0,0,1
--------------------------------------------,0,0,0,0,0,1
--A,0,0,0,0,1,0
--Cattle.--Dairying.--Poultry.--Tull,0,0,0,0,1,0
--FRUIT-GROWING,0,0,0,0,1,0
--[756],0,0,0,0,1,0
--born,0,0,1,0,0,0
--he,0,0,1,0,0,0
"--on,",0,0,1,0,0,0
...,0,0,0,0,1,0
/,0,0,0,0,0,1
0,0,0,0,0,1,0
0-1/2d.,0,0,0,0,1,0
0-3/4,0,0,0,0,1,0
0[412],0,0,0,0,1,0
0d.,0,0,0,0,1,0
"0d.,",0,0,0,0,1,0
0d.;,0,0,0,0,1,0
0d.[421],0,0,0,0,1,0
0s.,0,0,0,0,1,0
1,0,0,0,0,1,1
1),0,0,0,0,1,0
1).,0,0,0,0,1,0
1);,0,0,0,0,1,0
"1,",1,1,0,1,1,1
"1,000",0,0,0,0,1,0
"1,000,",0,0,0,0,1,0
"1,000,000",0,0,0,0,1,0
"1,008",0,0,0,0,1,0
"1,026",0,0,0,0,1,0
"1,036,968",0,0,0,0,1,0
"1,043,034",0,0,0,0,1,0
"1,058,292",0,0,0,0,1,0
"1,070,208",0,0,0,0,1,0
"1,072,407",0,0,0,0,1,0
"1,074",0,0,0,0,1,0
"1,109,492",0,0,0,0,1,0
"1,139,000",0,0,0,0,1,0
"1,166,457",0,0,0,0,1,0
"1,189,147",0,0,0,0,1,0
"1,200",0,0,0,0,1,0
"1,238",0,0,0,0,1,0
"1,254,351",0,0,0,0,1,0
"1,264,520",0,0,0,0,1,0
"1,300,000",0,0,0,0,1,0
"1,326",0,0,0,0,1,0
"1,349,669",0,0,0,0,1,0
"1,411,163",0,0,0,0,1,0
"1,416,750",0,0,0,0,1,0
"1,418",0,0,0,0,1,0
"1,423,193",0,0,0,0,1,0
"1,424,765",0,0,0,0,1,0
"1,439",0,0,0,0,1,0
"1,489,999",0,0,0,0,1,0
"1,495,885",0,0,0,0,1,0
"1,500",0,0,0,0,1,0
"1,532",0,0,0,0,1,0
"1,537,208",0,0,0,0,1,0
"1,537,208,",0,0,0,0,1,0
"1,545",0,0,0,0,1,0
"1,556",0,0,0,0,1,0
"1,557,574",0,0,0,0,1,0
"1,567,126",0,0,0,0,1,0
"1,567,789",0,0,0,0,1,0
"1,577",0,0,0,0,1,0
"1,589",0,0,0,0,1,0
"1,606,912",0,0,0,0,1,0
"1,667,778",0,0,0,0,1,0
"1,725",0,0,0,0,1,0
"1,750,079",0,0,0,0,1,0
"1,762,482",0,0,0,0,1,0
"1,791,605",0,0,0,0,1,0
"1,815;",0,0,0,0,1,0
"1,829,000",0,0,0,0,1,0
"1,858,",0,0,0,0,1,0
"1,901,495",0,0,0,0,1,0
"1,912,413",0,0,0,0,1,0
"1,923,400",0,0,0,0,1,0
"1,925,241",0,0,0,0,1,0
"1,926,000",0,0,0,0,1,0
"1,967,682",0,0,0,0,1,0
1-1/2,0,0,0,0,1,0
1-1/2d.,0,0,0,0,1,0
1-1/2d.;,0,0,0,0,1,0
1-1/4d.,0,0,0,0,1,0
1-3/4d.,0,0,0,0,1,0
1-6/8d.,0,0,0,0,1,0
1.,1,1,1,1,1,1
1.),0,0,0,0,0,1
1.A.,1,1,1,1,1,1
1.B.,1,1,1,1,1,1
1.C,1,1,1,1,1,1
1.C.,1,1,1,1,1,1
1.D.,1,1,1,1,1,1
1.E,1,1,1,1,1,1
1.E.,1,1,1,1,1,1
1.E.1,1,1,1,1,1,1
1.E.1.,1,1,1,1,1,1
1.E.2.,1,1,1,1,1,1
1.E.3.,1,1,1,1,1,1
1.E.4.,1,1,1,1,1,1
1.E.5.,1,1,1,1,1,1
1.E.6.,1,1,1,1,1,1
1.E.7,1,1,1,1,1,1
1.E.7.,1,1,1,1,1,1
1.E.8,1,1,1,1,1,1
1.E.8.,1,1,1,1,1,1
1.E.9.,1,1,1,1,1,1
1.F.,1,1,1,1,1,1
1.F.1.,1,1,1,1,1,1
1.F.2.,1,1,1,1,1,1
"1.F.3,",1,1,1,1,1,1
1.F.3.,1,1,1,1,1,1
1.F.4.,1,1,1,1,1,1
1.F.5.,1,1,1,1,1,1
1.F.6.,1,1,1,1,1,1
1/2,0,0,0,0,1,0
1/2d.,0,0,0,0,1,0
"1/2d.,",0,0,0,0,1,0
1/4,0,0,0,0,1,0
10,0,0,0,0,1,1
"10,",0,0,0,1,1,1
"10,000",0,0,0,0,1,1
"10,000,",0,0,0,0,1,1
"10,000,000",0,0,0,0,1,0
"10,080,911",0,0,0,0,1,0
"10,089",0,0,0,0,1,0
"10,240",0,0,0,0,1,0
"10,777,595",0,0,0,0,1,0
"10,777,595.",0,0,0,0,1,0
"10,858,016",0,0,0,0,1,0
"10,858,016.",0,0,0,0,1,0
"10,914,000",0,0,0,0,1,0
10-1/2,0,0,0,0,1,0
10-1/2d.,0,0,0,0,1,0
"10-2,",0,0,0,0,1,0
10-3/4,0,0,0,0,1,0
10-3/4d.,0,0,0,0,1,0
10.,0,0,0,0,1,1
100,0,0,0,0,1,1
"100%,",0,0,0,0,1,0
100%.,0,0,0,0,1,0
100),0,0,0,0,0,1
"100),",0,0,0,0,0,1
"100,",0,0,0,0,1,1
"100,000",0,0,0,0,0,1
"100,000,",0,0,0,0,1,0
100-41.,0,0,0,0,0,1
100-91.,0,0,0,0,0,1
100.,0,0,0,0,1,1
1000,0,0,0,0,0,1
"1000,",0,0,0,0,1,0
1000--and,0,0,0,0,1,0
100;,0,0,0,0,1,1
100s.,0,0,0,0,1,0
101,0,0,0,0,1,1
101).,0,0,0,0,0,1
"101,",0,0,0,0,1,1
101.,0,0,0,0,1,1
101;,0,0,0,0,1,1
102,0,0,0,0,1,1
102),0,0,0,0,0,1
"102,",0,0,0,0,1,0
"102-3,",0,0,0,0,1,0
"102-6,",0,0,0,0,1,0
102.,0,0,0,0,1,1
1024,0,0,0,0,1,0
102;,0,0,0,0,1,1
102s.,0,0,0,0,1,0
103,0,0,0,0,1,1
"103,",0,0,0,0,1,1
103-101.,0,0,0,0,0,1
103-4.,0,0,0,0,0,1
103.,0,0,0,0,1,1
103;,0,0,0,0,1,1
104,0,0,0,0,1,1
"104,",0,0,0,0,1,1
"104,274",0,0,0,0,1,0
"104,569;",0,0,0,0,1,0
104-5.,0,0,0,0,1,0
104.,0,0,0,0,1,1
"104.,",0,0,0,0,1,0
104;,0,0,0,0,1,1
105,0,0,0,0,0,1
"105,",0,0,0,0,1,0
105.,0,0,0,0,1,1
105:,0,0,0,0,1,0
105;,0,0,0,0,1,1
105n.;,0,0,0,0,1,0
106,0,0,0,0,1,1
"106,",0,0,0,0,1,1
106-43.,0,0,0,0,0,1
106.,0,0,0,0,1,1
1066,0,0,0,0,1,0
106;,0,0,0,0,1,1
107,0,0,0,0,0,1
107),0,0,0,0,0,1
"107,",0,0,0,0,1,0
107.,0,0,0,0,1,1
107;,0,0,0,0,1,1
108,0,0,0,0,0,1
108).,0,0,0,0,0,1
"108,",0,0,0,0,1,1
"108,500.",0,0,0,0,1,0
"108,953",0,0,0,0,1,0
108.,0,0,0,0,1,1
1086,0,0,0,0,1,0
"1086,",0,0,0,0,1,0
1086.,0,0,0,0,1,0
108;,0,0,0,0,0,1
108s.,0,0,0,0,1,0
109,0,0,0,0,1,1
"109),",0,0,0,0,0,1
"109,",0,0,0,0,1,0
"109,927",0,0,0,0,1,0
109.,0,0,0,0,1,1
109;,0,0,0,0,1,1
109s.,0,0,0,0,1,0
10:,0,0,0,0,0,1
10;,0,0,0,0,1,1
10d.,0,0,0,0,1,0
"10d.,",0,0,0,0,1,0
10d.;,0,0,0,0,1,0
10d.[165],0,0,0,0,1,0
10d.[666],0,0,0,0,1,0
10d.[683],0,0,0,0,1,0
10s,0,0,0,0,1,0
10s.,0,0,0,0,1,0
"10s.,",0,0,0,0,1,0
10s.;,0,0,0,0,1,0
"10th,",0,0,0,0,0,1
11,0,0,0,0,1,1
"11,",0,0,1,0,1,1
"11,000",0,0,0,0,1,1
"11,000,000",0,0,0,0,1,0
"11,245",0,0,0,0,1,0
"11,531,531",0,0,0,0,1,0
"11,533,494",0,0,0,0,1,0
"11,545",0,0,0,0,1,0
"11,897",0,0,0,0,1,0
"11,952",0,0,0,0,1,0
11-1/2,0,0,0,0,1,0
11-1/2d.,0,0,0,0,1,0
11-1/2d.;,0,0,0,0,1,0
11-1/4,0,0,0,0,1,0
11-3/4,0,0,0,0,1,0
11-3/4d.,0,0,0,0,1,0
11-3/4d.;,0,0,0,0,1,0
11.,0,0,0,0,1,1
110,0,0,0,0,1,1
"110),",0,0,0,0,0,1
"110,",0,0,0,0,1,0
"110,000",0,0,0,0,0,1
110.,0,0,0,0,1,1
110;,0,0,0,0,0,1
111,0,0,0,0,0,1
111).,0,0,0,0,0,1
"111,",0,0,0,0,1,1
"111,638,817",0,0,0,0,1,0
111.,0,0,0,0,1,1
111;,0,0,0,0,1,1
112,0,0,0,0,0,1
112).,0,0,0,0,0,1
"112,",0,0,0,0,1,0
"112,656",0,0,0,0,1,0
112.,0,0,0,0,1,1
112;,0,0,0,0,1,0
"112n.,",0,0,0,0,1,0
112s.,0,0,0,0,1,0
113,0,0,0,0,1,1
"113,",0,0,0,0,1,1
"113,998",0,0,0,0,1,0
113-101.,0,0,0,0,0,1
113-101.--SECOND,0,0,0,0,0,1
113.,0,0,0,0,1,1
113;,0,0,0,0,1,0
114,0,0,0,0,0,1
"114,",0,0,0,0,1,1
"114,778",0,0,0,0,1,0
114.,0,0,0,0,1,1
114;,0,0,0,0,0,1
115,0,0,0,0,1,1
115);,0,0,0,0,0,1
"115,",0,0,0,0,1,0
"115-6,",0,0,0,0,1,0
"115-7,",0,0,0,0,1,0
115.,0,0,0,0,1,1
115.(The,0,0,0,0,0,1
1150,0,0,0,0,1,0
"1152,",0,0,0,0,1,0
"1156,",0,0,0,0,1,0
1156.,0,0,0,0,1,0
"1159),",0,0,0,0,1,0
115;,0,0,0,0,1,1
116,0,0,0,0,1,1
"116,",0,0,0,0,1,0
116-7;,0,0,0,0,1,0
116.,0,0,0,0,1,0
"116s.,",0,0,0,0,1,0
117,0,0,0,0,0,1
117).,0,0,0,0,0,1
"117,",0,0,0,0,1,1
"117,664",0,0,0,0,1,0
"117,914",0,0,0,0,1,0
117-138.,0,0,0,0,0,1
117-28.,0,0,0,0,0,1
117-8;,0,0,0,0,1,0
"117-9,",0,0,0,0,1,0
117.,0,0,0,0,1,1
117.(Third,0,0,0,0,0,1
117.],0,0,0,0,0,1
"117s.,",0,0,0,0,1,0
118,0,0,0,0,0,1
118),0,0,0,0,0,1
"118,",0,0,0,0,1,0
118-104.,0,0,0,0,0,1
"118-9,",0,0,0,0,1,0
118.,0,0,0,0,1,1
"1181,",0,0,0,0,1,0
1189-1220,0,0,0,0,1,0
118;,0,0,0,0,0,1
118n.,0,0,0,0,1,0
119,0,0,0,0,1,1
"119,",0,0,0,0,1,1
119.,0,0,0,0,1,1
1190,0,0,0,0,1,0
1194,0,0,0,0,1,0
119;,0,0,0,0,1,0
11:,0,0,0,0,0,1
11:12,0,0,0,0,1,0
11;,0,0,0,0,1,1
11d.,0,0,0,0,1,0
"11d.,",0,0,0,0,1,0
"11n.,",0,0,0,0,1,0
11s.,0,0,0,0,1,0
"11th,",0,0,0,0,0,1
12,0,0,0,1,1,1
"12,",0,0,0,0,1,1
"12,000",0,0,0,0,1,1
"12,000,000",0,0,0,0,1,0
"12,000,000;",0,0,0,0,1,0
"12,104",0,0,0,0,1,0
"12,500",0,0,0,0,0,1
"12,716",0,0,0,0,1,0
"12,[214]",0,0,0,0,1,0
12-1/2,0,0,0,0,1,0
"12-1/2d.,",0,0,0,0,1,0
12.,0,0,0,0,1,1
12.19,0,0,0,0,1,0
"12.4,",0,0,0,0,1,0
120,0,0,0,0,1,1
120).,0,0,0,0,1,0
"120,",0,0,0,0,1,1
"120,000",0,0,0,0,1,1
"120,536",0,0,0,0,1,0
120-1.,0,0,0,0,1,0
120.,0,0,0,0,1,1
1200,0,0,0,0,1,1
"1200,",0,0,0,0,0,1
1200-99,0,0,0,0,1,0
120;,0,0,0,0,1,0
"120d.,",0,0,0,0,1,0
120d.[101],0,0,0,0,1,0
121,0,0,0,0,1,1
121),0,0,0,0,0,1
"121,",0,0,0,0,1,1
"121,983",0,0,0,0,1,0
"121-2,",0,0,0,0,1,0
121-2.,0,0,0,0,1,0
121.,0,0,0,0,1,1
1216-72.,0,0,0,0,1,0
121;,0,0,0,0,1,0
"121n.,",0,0,0,0,1,0
122,0,0,0,0,0,1
"122),",0,0,0,0,0,1
"122,",0,0,0,0,1,1
122.,0,0,0,0,1,1
1222,0,0,0,0,1,0
123,0,0,0,0,0,1
"123,",0,0,0,0,1,1
123.,0,0,0,0,1,1
"1230,",0,0,0,0,1,0
"1235,",0,0,0,0,1,0
123;,0,0,0,0,1,0
124,0,0,0,0,0,1
124).,0,0,0,0,0,1
"124,",0,0,0,0,1,0
124.,0,0,0,0,1,1
1240,0,0,0,0,1,0
"1242,",0,0,0,0,1,0
1243,0,0,0,0,1,0
1243-8,0,0,0,0,1,0
1248,0,0,0,0,1,0
124;,0,0,0,0,1,0
125,0,0,0,0,0,1
"125),",0,0,0,0,0,1
125).,0,0,0,0,0,1
"125,",0,0,0,0,1,1
125.,0,0,0,0,1,1
"1250,",0,0,0,0,1,0
1250-1350,0,0,0,0,1,0
1257,0,0,0,0,1,0
1258,0,0,0,0,1,0
1259,0,0,0,0,1,0
1259-1400,0,0,0,0,1,0
1259-1400;,0,0,0,0,1,0
125;,0,0,0,0,1,0
126,0,0,0,0,1,1
"126,",0,0,0,0,1,1
126.,0,0,0,0,1,1
1261-1350,0,0,0,0,1,0
1262.[103],0,0,0,0,1,0
126;,0,0,0,0,1,0
126s.,0,0,0,0,1,0
127,0,0,0,0,1,1
"127,",0,0,0,0,1,0
"127,390,000",0,0,0,0,1,0
"127,853",0,0,0,0,1,0
"127-8,",0,0,0,0,1,0
127-8.,0,0,0,0,0,1
127.,0,0,0,0,1,1
127.(Second,0,0,0,0,0,1
"1272-1307,",0,0,0,0,1,0
1272-1307.,0,0,0,0,1,0
1272-3:,0,0,0,0,1,0
1274,0,0,0,0,1,0
1279,0,0,0,0,1,0
127;,0,0,0,0,1,0
128,0,0,0,0,0,1
128)(Fourth,0,0,0,0,0,1
"128,",0,0,0,0,1,0
128.,0,0,0,0,1,1
128.(Fifth,0,0,0,0,0,1
1281,0,0,0,0,1,0
1283.[96],0,0,0,0,1,0
1285,0,0,0,0,1,0
"1285,",0,0,0,0,1,0
1286,0,0,0,0,1,0
1288,0,0,0,0,1,0
129,0,0,0,0,0,1
129),0,0,0,0,0,1
129).,0,0,0,0,0,1
"129,",0,0,0,0,1,0
"129-131,",0,0,0,0,1,0
129.,0,0,0,0,1,1
1290,0,0,0,0,1,0
1298-9,0,0,0,0,1,0
129;,0,0,0,0,0,1
12:,0,0,0,0,0,1
12;,0,0,0,0,1,1
"12MO,",0,0,0,0,0,1
12d.,0,0,0,0,1,0
12d.',0,0,0,0,1,0
"12d.,",0,0,0,0,1,0
12s.,0,0,0,0,1,0
12s.;,0,0,0,0,1,0
12s.[107];,0,0,0,0,1,0
13,0,0,0,0,1,1
"13,",0,0,0,0,1,1
"13,009",0,0,0,0,1,0
"13,140",0,0,0,0,1,0
"13,333,000",0,0,0,0,1,0
"13,454,017",0,0,0,0,1,0
"13,667,000",0,0,0,0,1,0
"13,807,860",0,0,0,0,1,0
13-1/4,0,0,0,0,1,0
13.,0,0,0,0,1,1
130,0,0,0,0,0,1
130),0,0,0,0,1,0
"130,",0,0,0,0,1,0
130.,0,0,0,0,1,1
1300,0,0,0,0,1,0
1300-99,0,0,0,0,1,0
1306,0,0,0,0,1,0
"1306,",0,0,0,0,1,0
1307,0,0,0,0,1,0
"1307,",0,0,0,0,1,0
1307-1376,0,0,0,0,1,0
1307.,0,0,0,0,1,0
